arm	study_id	study_group	pmid	compartment	family	n_samples	n_subjects	n_TRA	n_TRB	n_IGH	n_IGK	n_IGL
blood_reference	GSE227690	GSE227690		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA672843	PRJNA672843		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE255073	GSE255073		blood	sra	1	1	0	1	0	1	1
blood_reference	GSE161469	GSE161469		blood	sra	1	1	0	0	1	1	1
blood_reference	SRP119618	SRP119618		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA560788	PMID:32123257	32123257	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA1005005	PRJNA1005005		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890241	blood	sra	1	1	0	1	0	1	0
blood_reference	GSE147561	GSE147561		blood	sra	1	1	0	0	1	1	0
blood_reference	SRP460789	SRP460789		blood	sra	1	1	0	1	1	1	1
blood_reference	GSE270609	GSE270609		blood	sra	1	1	0	0	1	1	0
blood_reference	PRJNA722839	PRJNA722839		blood	sra	1	1	1	1	1	1	1
blood_reference	SRP035252	SRP035252		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890238	blood	sra	1	1	0	1	0	1	0
blood_reference	PRJNA691933	PRJNA691933		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE100882	GSE100882		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA1166908	PRJNA1166908		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA799671	PRJNA799671		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE67401	PMID:25993322	25993322	blood	sra	1	1	1	1	0	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890261	blood	sra	1	1	0	1	0	1	0
blood_reference	GSE97158	PMID:29920562	29920562	blood	sra	1	1	1	1	0	1	1
blood_reference	GSE282051	GSE282051		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA837285	PRJNA837285		blood	sra	1	1	1	1	1	1	1
blood_reference	SRP218015	SRP218015		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA436593	PRJNA436593		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890271	blood	sra	1	1	1	1	0	1	0
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890300	blood	sra	1	1	0	1	0	1	0
blood_reference	PRJNA658334	PRJNA658334		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890248	blood	sra	1	1	0	1	0	0	0
blood_reference	SRP515325	SRP515325		blood	sra	1	1	1	1	1	1	1
blood_reference	E-MTAB-5614	PMID:29474390	29474390	blood	sra	1	1	1	1	0	0	0
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890247	blood	sra	1	1	0	1	0	1	0
blood_reference	SRP508464	SRP508464		blood	sra	1	1	0	1	1	1	1
blood_reference	PRJNA1255758	PRJNA1255758		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE228320	GSE228320		blood	sra	1	1	0	1	0	1	0
blood_reference	PRJNA543789	PMID:32247005	32247005	blood	sra	1	1	1	1	1	1	1
blood_reference	SRP424082	SRP424082		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA325416	PMID:28761058	28761058	blood	sra	1	1	1	1	0	1	0
blood_reference	PRJNA1033563	PMID:39910036.0	39910036.0	blood	sra	1	1	0	0	1	1	0
blood_reference	GSE263180	GSE263180		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE174431	PMID:34638368	34638368	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA328993	PRJNA328993		blood	sra	1	1	0	1	0	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890223	blood	sra	1	1	0	1	0	1	0
blood_reference	PRJNA474387	PMID:30720798	30720798	blood	sra	1	1	1	1	0	1	0
blood_reference	PRJNA1192554	PRJNA1192554		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA520747	PRJNA520747		blood	sra	1	1	1	1	0	1	1
blood_reference	SRP637734	SRP637734		blood	sra	1	1	0	1	1	1	1
blood_reference	SRP065930	SRP065930		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE265975	GSE265975		blood	sra	1	1	1	1	1	1	1
blood_reference	SRP353026	SRP353026		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE112087	PMID:31921420, 31890209	31921420, 31890263	blood	sra	1	1	1	1	0	0	0
blood_reference	PRJNA232593	PMID:24608128	24608128	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA601661	PMID:33232305	33232305	blood	sra	1	1	0	0	1	1	1
blood_reference	PRJNA600846	PMID:32477412	32477412	blood	sra	1	1	1	1	1	1	1
blood_reference	SRP199697	SRP199697		blood	sra	1	1	0	0	1	1	1
blood_reference	GSE283710	GSE283710		blood	sra	1	1	1	1	1	1	1
blood_reference	SRP423663	SRP423663		blood	sra	1	1	1	1	1	1	1
blood_reference	SRP017262	SRP017262		blood	sra	1	1	0	0	1	1	1
blood_reference	SRP092544	SRP092544		blood	sra	1	1	0	0	1	1	1
blood_reference	SRP323213	SRP323213		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA300424	PRJNA300424		blood	sra	1	1	0	0	1	1	1
blood_reference	PRJNA952972	PRJNA952972		blood	sra	1	1	1	1	1	1	1
blood_reference	SRP531162	SRP531162		blood	sra	1	1	0	1	0	0	0
blood_reference	PRJNA717662	PRJNA717662		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE173828	PMID:34077954	34077954	blood	sra	1	1	1	1	0	1	1
blood_reference	GSE206250	GSE206250		blood	sra	1	1	1	1	1	1	1
blood_reference	E-MTAB-7830	PMID:32760401	32760401	blood	sra	1	1	1	1	1	1	1
blood_reference	SRP187501	SRP187501		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890292	blood	sra	1	1	0	1	0	1	0
blood_reference	GSE163989	GSE163989		blood	sra	1	1	0	0	1	1	1
blood_reference	SRP092128	SRP092128		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890250	blood	sra	1	1	0	1	0	0	0
blood_reference	GSE234297	PMID:37818590	37818590	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA694854	PMID:34561445	34561445	blood	sra	1	1	0	0	1	1	1
blood_reference	PRJNA378716	PRJNA378716		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890225	blood	sra	1	1	0	0	1	1	1
blood_reference	GSE189230	GSE189230		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA278767	PMID:26237430	26237430	blood	sra	1	1	0	1	1	1	1
blood_reference	PRJNA540189	PRJNA540189		blood	sra	1	1	0	0	1	1	1
blood_reference	GSE60514	PMID:25724378	25724378	blood	sra	1	1	0	1	0	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890272	blood	sra	1	1	0	1	0	1	0
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890213	blood	sra	1	1	0	1	1	1	0
blood_reference	PRJNA431285	PMID:33303696	33303696	blood	sra	1	1	1	1	1	1	0
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890293	blood	sra	1	1	0	1	0	1	0
blood_reference	GSE138746	PMID:32909363	32909363	blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA548207	PRJNA548207		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA634938	PMID:34075090	34075090	blood	sra	1	1	1	1	1	1	1
blood_reference	SRP313166	SRP313166		blood	sra	1	1	0	0	1	1	1
blood_reference	GSE224884	GSE224884		blood	sra	1	1	0	0	1	1	0
blood_reference	E-MTAB-5293	E-MTAB-5293		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA632871	PMID:33308163	33308163	blood	sra	1	1	1	1	1	1	1
blood_reference	SRP388126	SRP388126		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA1055463	PMID:39914267.0	39914267.0	blood	sra	1	1	0	1	1	1	1
blood_reference	GSE242046	GSE242046		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA389408	PRJNA389408		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890268	blood	sra	1	1	0	1	0	1	0
blood_reference	SRP237465	SRP237465		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE132511	GSE132511		blood	sra	1	1	0	0	1	1	1
blood_reference	PRJNA736019	PRJNA736019		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA679331	PMID:33296687	33296687	blood	sra	1	1	0	0	1	0	0
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890240	blood	sra	1	1	0	1	0	1	0
blood_reference	SRP338538	SRP338538		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE112087	PMID:31921420, 31890209	31921420, 31890242	blood	sra	1	1	1	1	1	1	1
blood_reference	GSE144206	PMID:30323023	30323023	blood	sra	1	1	1	1	0	1	1
blood_reference	GSE30567	GSE30567		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890262	blood	sra	1	1	0	0	1	1	1
blood_reference	SRP501398	SRP501398		blood	sra	1	1	0	1	0	1	0
blood_reference	GSE283231	GSE283231		blood	sra	1	1	0	1	1	1	1
blood_reference	SRP414007	SRP414007		blood	sra	1	1	1	1	1	1	1
blood_reference	GSE264125	GSE264125		blood	sra	1	1	0	1	1	1	1
blood_reference	PRJNA1136554	PRJNA1136554		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA910114	PRJNA910114		blood	sra	1	1	1	1	1	1	1
blood_reference	SRP464118	SRP464118		blood	sra	1	1	1	1	0	1	0
blood_reference	GSE99992	PMID:30150281	30150281	blood	sra	1	1	1	1	1	1	1
blood_reference	GSE150097	GSE150097		blood	sra	1	1	0	1	0	1	1
blood_reference	GSE66117	GSE66117		blood	sra	1	1	0	1	1	1	1
blood_reference	PRJNA555899	PRJNA555899		blood	sra	1	1	1	1	1	1	1
blood_reference	SRP256990	SRP256990		blood	sra	1	1	1	1	1	1	1
blood_reference	SRP425959	SRP425959		blood	sra	1	1	1	1	1	1	1
blood_reference	PRJNA439269	PMID:31921420, 31890206	31921420, 31890274	blood	sra	1	1	0	1	0	1	0
blood_reference	PRJNA493832	PMID:30341925	30341925	blood	sra	1	1	1	1	1	1	0
tissue_reference	GSE135743	GSE135743		tissue	sra	40	40	8	15	40	40	35
tissue_reference	GSE241699	GSE241699		tissue	sra	40	40	1	23	40	40	40
tissue_reference	GSE115390	PMID:30521002	30521002	tissue	sra	40	40	2	16	40	40	40
tissue_reference	GSE223765	GSE223765		tissue	sra	40	40	8	12	40	40	37
tissue_reference	GSE113255	PMID:31773340	31773340	tissue	sra	40	40	0	4	40	40	38
tissue_reference	GSE202361	GSE202361		tissue	sra	40	40	37	33	37	40	39
tissue_reference	GSE233774	GSE233774		tissue	sra	40	28	16	32	40	40	40
tissue_reference	GSE240729	GSE240729		tissue	sra	40	40	0	0	40	40	38
tissue_reference	GSE214846	PMID:36353638	36353638	tissue	sra	40	31	1	3	40	40	38
tissue_reference	GSE181043	GSE181043		tissue	sra	40	40	9	29	40	40	40
tissue_reference	GSE122401	PMID:30645970	30645970	tissue	sra	40	36	28	35	40	40	40
tissue_reference	GSE230522	PMID:37525619	37525619	tissue	sra	40	40	0	0	40	40	40
tissue_reference	GSE190609	GSE190609		tissue	sra	40	40	0	3	40	40	40
tissue_reference	GSE81266	PMID:28221248	28221248	tissue	sra	40	16	0	0	40	40	40
tissue_reference	GSE271172	PMID:39879113	39879113	tissue	sra	40	40	7	15	40	40	40
tissue_reference	GSE212666	GSE212666		tissue	sra	40	40	7	16	40	39	34
tissue_reference	GSE239422	GSE239422		tissue	sra	40	40	0	0	40	40	40
tissue_reference	GSE195477	GSE195477		tissue	sra	40	40	40	40	40	40	40
tissue_reference	GSE244826	PMID:39982271	39982271	tissue	sra	40	40	1	2	40	39	39
tissue_reference	GSE249547	PMID:38064663	38064663	tissue	sra	40	34	1	4	39	39	35
tissue_reference	GSE268273	GSE268273		tissue	sra	40	40	0	0	40	40	38
tissue_reference	GSE225846	GSE225846		tissue	sra	40	40	0	1	40	40	39
tissue_reference	GSE136634	PMID:32202637	32202637	tissue	sra	40	26	16	34	36	31	22
tissue_reference	GSE158952	GSE158952		tissue	sra	40	24	8	24	40	40	40
tissue_reference	GSE137430	PMID:32428528	32428528	tissue	sra	40	40	8	17	32	37	21
tissue_reference	GSE124535	PMID:32968453	32968453	tissue	sra	40	40	1	7	40	40	39
tissue_reference	GSE127165	PMID:32487167	32487167	tissue	sra	40	40	9	13	40	40	39
tissue_reference	GSE184336	PMID:36119489	36119489	tissue	sra	40	40	10	24	40	40	40
tissue_reference	GSE276114	GSE276114		tissue	sra	40	40	0	0	40	40	39
tissue_reference	GSE109142	PMID:30604764	30604764	tissue	sra	40	36	0	14	40	40	40
tissue_reference	GSE171896	PMID:34055876	34055876	tissue	sra	40	40	7	16	40	40	40
tissue_reference	GSE229394	GSE229394		tissue	sra	40	40	21	10	39	40	40
tissue_reference	GSE281918	GSE281918		tissue	sra	40	40	0	2	40	40	40
tissue_reference	GSE242915	PMID:37776595	37776595	tissue	sra	40	37	7	19	40	40	40
tissue_reference	GSE130605	GSE130605		tissue	sra	40	40	2	7	40	40	39
tissue_reference	GSE294575	GSE294575		tissue	sra	40	40	7	25	40	40	40
tissue_reference	GSE144269	PMID:32873799	32873799	tissue	sra	40	29	2	4	40	40	38
tissue_reference	GSE132024	GSE132024		tissue	sra	40	40	2	13	40	40	40
tissue_reference	GSE268851	GSE268851		tissue	sra	40	40	1	0	40	40	40
tissue_reference	GSE222334	GSE222334		tissue	sra	40	40	1	3	40	40	40
tissue_reference	GSE283522	PMID:39747865	39747865	tissue	sra	40	39	0	0	40	40	31
tissue_reference	GSE147986	PMID:32582543	32582543	tissue	sra	40	40	26	36	40	39	34
tissue_reference	GSE146889	PMID:33549857	33549857	tissue	sra	40	39	2	0	40	40	40
tissue_reference	GSE131050	PMID:31754050	31754050	tissue	sra	40	40	1	2	40	40	36
tissue_reference	GSE213058	GSE213058		tissue	sra	40	40	1	2	40	40	37
tissue_reference	GSE68799	GSE68799		tissue	sra	40	40	35	37	40	40	40
tissue_reference	GSE103584	PMID:30325352	30325352	tissue	sra	40	40	0	0	40	40	39
tissue_reference	GSE282732	GSE282732		tissue	sra	40	40	1	6	40	40	40
tissue_reference	GSE166720	PMID:35332150	35332150	tissue	sra	40	40	14	28	40	40	40
tissue_reference	GSE180777	GSE180777		tissue	sra	40	40	9	7	40	40	40
tissue_reference	GSE180440	GSE180440		tissue	sra	40	39	1	20	40	40	40
tissue_reference	GSE158559	GSE158559		tissue	sra	40	40	3	6	40	40	40
tissue_reference	GSE108746	PMID:30111863	30111863	tissue	sra	40	16	0	2	40	40	40
tissue_reference	GSE240567	PMID:38806494	38806494	tissue	sra	40	40	8	20	29	31	22
tissue_reference	GSE193309	PMID:36496193	36496193	tissue	sra	40	22	12	23	23	27	19
tissue_reference	GSE126304	GSE126304		tissue	sra	40	40	10	26	40	40	40
tissue_reference	GSE262940	GSE262940		tissue	sra	40	40	2	8	40	40	40
tissue_reference	GSE223305	PMID:38527292.0	38527292.0	tissue	sra	40	40	32	40	40	40	40
tissue_reference	GSE190139	GSE190139		tissue	sra	40	40	21	25	40	40	40
tissue_reference	GSE107422	PMID:31578316	31578316	tissue	sra	40	40	6	22	40	40	39
tissue_reference	GSE139179	PMID:33556098	33556098	tissue	sra	40	22	4	18	40	40	40
tissue_reference	GSE98894	PMID:29915428	29915428	tissue	sra	40	40	1	3	40	40	37
tissue_reference	GSE156451	PMID:34737287	34737287	tissue	sra	40	34	0	6	40	40	40
tissue_reference	GSE263083	PMID:39215190	39215190	tissue	sra	40	40	6	10	40	40	39
tissue_reference	GSE295032	GSE295032		tissue	sra	40	40	30	37	12	37	36
tissue_reference	GSE268514	GSE268514		tissue	sra	40	40	0	5	40	40	39
tissue_reference	GSE137768	GSE137768		tissue	sra	40	40	18	28	23	25	18
tissue_reference	GSE222673	PMID:38734931	38734931	tissue	sra	40	40	10	12	40	40	40
tissue_reference	GSE280250	GSE280250		tissue	sra	40	40	12	23	40	40	39
tissue_reference	GSE140343	PMID:32649877	32649877	tissue	sra	40	33	28	40	40	40	40
tissue_reference	GSE179746	GSE179746		tissue	sra	40	24	17	25	40	40	40
tissue_reference	GSE114564	GSE114564		tissue	sra	40	40	0	0	40	40	37
tissue_reference	GSE190923	GSE190923		tissue	sra	40	40	9	2	40	40	39
tissue_reference	GSE290733	GSE290733		tissue	sra	40	40	1	1	40	40	37
tissue_reference	GSE214397	GSE214397		tissue	sra	40	40	15	22	40	40	40
tissue_reference	GSE102349	PMID:28851814	28851814	tissue	sra	40	40	38	39	40	40	40
tissue_reference	GSE231572	GSE231572		tissue	sra	40	40	38	39	40	40	40
tissue_reference	GSE133624	PMID:31358969	31358969	tissue	sra	40	31	12	18	40	40	39
tissue_reference	GSE172356	GSE172356		tissue	sra	40	40	8	11	40	40	40
tissue_reference	GSE210997	GSE210997		tissue	sra	40	40	31	38	40	40	40
tissue_reference	GSE225731	PMID:37507201	37507201	tissue	sra	40	40	20	31	40	40	40
tissue_reference	GSE113617	GSE113617		tissue	sra	40	40	5	6	40	40	35
tissue_reference	GSE142083	PMID:33106477	33106477	tissue	sra	40	35	10	13	40	40	40
tissue_reference	GSE184072	GSE184072		tissue	sra	40	40	2	9	40	40	40
tissue_reference	GSE172057	PMID:33893160	33893160	tissue	sra	40	40	13	22	40	40	40
tissue_reference	GSE83687	PMID:28892060	28892060	tissue	sra	40	40	2	16	40	40	40
tissue_reference	GSE165512	GSE165512		tissue	sra	40	40	20	37	40	40	40
tissue_reference	GSE275870	GSE275870		tissue	sra	40	38	24	29	39	39	39
tissue_reference	GSE189371	GSE189371		tissue	sra	40	40	1	26	39	39	39
tissue_reference	GSE253086	PMID:38744924	38744924	tissue	sra	40	40	6	19	40	40	40
tissue_reference	GSE213092	PMID:36748835	36748835	tissue	sra	40	40	2	9	40	40	40
tissue_reference	GSE275638	PMID:39693209	39693209	tissue	sra	40	40	1	8	40	39	40
tissue_reference	GSE220148	GSE220148		tissue	sra	40	40	3	19	40	40	40
tissue_reference	GSE179443	PMID:35124821	35124821	tissue	sra	40	40	2	4	40	40	38
tissue_reference	GSE133626	PMID:https://doi.org/10.1101/695999	https://doi.org/10.1101/695999	tissue	sra	40	15	0	1	40	40	40
tissue_reference	GSE89408	PMID:28455435/28863153	28455435/28863153	tissue	sra	40	40	10	13	40	40	37
tissue_reference	GSE162515	PMID:34593797	34593797	tissue	sra	40	23	13	16	40	40	40
tissue_reference	GSE107593	GSE107593		tissue	sra	40	12	1	3	40	40	40
tissue_reference	GSE232352	PMID:35562768	35562768	tissue	sra	40	40	0	0	40	40	39
tissue_reference	GSE81089	PMID:29282718	29282718	tissue	sra	40	40	16	22	40	40	40
tissue_reference	GSE126765	GSE126765		tissue	sra	40	40	0	0	40	40	40
tissue_reference	GSE175759	GSE175759		tissue	sra	40	40	0	2	40	40	40
tissue_reference	GSE247203	GSE247203		tissue	sra	40	40	8	21	40	40	40
tissue_reference	GSE77314	PMID:27119355	27119355	tissue	sra	40	32	0	2	40	40	37
tissue_reference	GSE268175	GSE268175		tissue	sra	40	27	7	22	40	40	40
tissue_reference	GSE179252	PMID:35082793	35082793	tissue	sra	40	40	7	30	40	40	39
tissue_reference	GSE167977	PMID:34965952	34965952	tissue	sra	40	40	0	0	40	40	39
tissue_reference	GSE230524	GSE230524		tissue	sra	40	40	0	1	39	40	40
tissue_reference	GSE213647	PMID:38331894	38331894	tissue	sra	40	39	4	8	40	40	39
tissue_reference	GSE216872	GSE216872		tissue	sra	40	39	1	6	40	40	38
tissue_reference	GSE195832	GSE195832		tissue	sra	40	36	1	7	40	40	39
tissue_reference	GSE281917	GSE281917		tissue	sra	40	40	0	9	40	40	39
tissue_reference	GSE174478	GSE174478		tissue	sra	40	40	0	0	40	40	35
tissue_reference	GSE224564	PMID:37980563	37980563	tissue	sra	40	40	3	3	40	40	40
tissue_reference	GSE146009	GSE146009		tissue	sra	40	24	0	0	40	40	39
tissue_reference	GSE138503	PMID:34680291	34680291	tissue	sra	40	40	2	6	40	40	40
tissue_reference	GSE158420	GSE158420		tissue	sra	40	29	1	0	40	40	40
tissue_reference	GSE126964	PMID:32982583	32982583	tissue	sra	40	37	16	28	40	40	39
tissue_reference	GSE196576	PMID:39779996	39779996	tissue	sra	40	40	0	0	40	40	40
tissue_reference	GSE183984	GSE183984		tissue	sra	40	40	1	0	40	40	40
tissue_reference	GSE193946	GSE193946		tissue	sra	40	40	0	1	40	40	40
tissue_reference	GSE112996	GSE112996		tissue	sra	39	12	26	32	39	39	39
tissue_reference	GSE152415	PMID:33906066	33906066	tissue	sra	39	39	0	0	39	39	39
tissue_reference	GSE92592	PMID:28230051	28230051	tissue	sra	39	39	3	12	39	39	39
tissue_reference	GSE129871	PMID:31142743	31142743	tissue	sra	39	39	0	1	39	38	35
tissue_reference	GSE223119	GSE223119		tissue	sra	39	39	1	26	39	39	39
tissue_reference	GSE87410	GSE87410		tissue	sra	39	39	1	2	39	39	37
tissue_reference	GSE216022	GSE216022		tissue	sra	38	37	0	6	38	38	38
tissue_reference	GSE242315	GSE242315		tissue	sra	38	38	10	10	38	38	34
tissue_reference	GSE148355	PMID:33772139	33772139	tissue	sra	38	36	0	0	38	38	36
tissue_reference	GSE243625	GSE243625		tissue	sra	37	27	0	1	37	37	37
tissue_reference	GSE165808	GSE165808		tissue	sra	37	37	4	5	37	37	36
tissue_reference	GSE295399	GSE295399		tissue	sra	37	37	0	0	37	37	36
tissue_reference	GSE141828	PMID:33083529	33083529	tissue	sra	37	37	0	0	37	37	36
tissue_reference	GSE233900	GSE233900		tissue	sra	37	37	32	36	37	37	37
tissue_reference	GSE240829	GSE240829		tissue	sra	37	24	13	13	37	37	34
tissue_reference	GSE141571	PMID:32428543	32428543	tissue	sra	36	24	14	18	24	33	16
tissue_reference	GSE105130	PMID:31429776	31429776	tissue	sra	36	24	0	1	36	36	36
tissue_reference	GSE202069	GSE202069		tissue	sra	36	31	0	3	36	36	36
tissue_reference	GSE151243	GSE151243		tissue	sra	35	20	10	17	35	35	34
tissue_reference	GSE195952	GSE195952		tissue	sra	35	35	2	2	35	35	34
tissue_reference	GSE189757	GSE189757		tissue	sra	35	35	2	0	35	35	35
tissue_reference	GSE71340	PMID:27306793, 29196464, 31940494	27306793, 29196464, 31940494	tissue	sra	35	35	4	8	35	35	35
tissue_reference	GSE178537	GSE178537		tissue	sra	34	34	0	0	34	34	24
tissue_reference	GSE236932	GSE236932		tissue	sra	34	34	10	11	34	34	34
tissue_reference	GSE50760	GSE50760		tissue	sra	34	34	0	2	34	34	34
tissue_reference	GSE65185	GSE65185		tissue	sra	34	15	8	15	34	34	30
tissue_reference	GSE189367	GSE189367		tissue	sra	34	34	11	7	34	34	34
tissue_reference	GSE160693	GSE160693		tissue	sra	34	34	3	0	34	34	33
tissue_reference	GSE162694	PMID:34508113	34508113	tissue	sra	33	33	0	0	33	33	28
tissue_reference	GSE270349	GSE270349		tissue	sra	33	33	2	5	33	33	33
tissue_reference	GSE261086	GSE261086		tissue	sra	33	33	17	21	33	33	33
tissue_reference	GSE266963	GSE266963		tissue	sra	33	13	3	9	33	33	33
tissue_reference	GSE277386	GSE277386		tissue	sra	33	32	3	11	32	32	32
tissue_reference	GSE141198	PMID:34414122	34414122	tissue	sra	33	33	0	1	33	33	29
tissue_reference	GSE217260	GSE217260		tissue	sra	33	33	1	7	33	33	33
tissue_reference	GSE98394	PMID:28469092	28469092	tissue	sra	33	33	6	13	33	33	28
tissue_reference	GSE135251	PMID:33268509	33268509	tissue	sra	33	33	0	0	33	33	33
tissue_reference	GSE183150	GSE183150		tissue	sra	32	28	0	3	32	32	32
tissue_reference	GSE183620	GSE183620		tissue	sra	32	32	0	0	32	32	31
tissue_reference	GSE142025	GSE142025		tissue	sra	32	32	6	10	32	32	30
tissue_reference	GSE74956	PMID:27091409	27091409	tissue	sra	32	32	8	14	32	32	31
tissue_reference	GSE206422	GSE206422		tissue	sra	31	18	3	2	31	31	30
tissue_reference	GSE152430	GSE152430		tissue	sra	31	31	0	0	31	31	30
tissue_reference	GSE215286	GSE215286		tissue	sra	31	31	2	0	31	31	31
tissue_reference	GSE198545	PMID:35574319	35574319	tissue	sra	31	31	0	0	31	31	31
tissue_reference	GSE48865	PMID:25135958	25135958	tissue	sra	31	31	0	0	31	31	29
tissue_reference	GSE169203	PMID:35288462	35288462	tissue	sra	30	30	3	0	30	30	29
tissue_reference	GSE267010	GSE267010		tissue	sra	30	30	0	0	30	30	28
tissue_reference	GSE95640	GSE95640		tissue	sra	30	30	2	11	25	30	19
tissue_reference	GSE171059	GSE171059		tissue	sra	30	30	27	29	30	30	29
tissue_reference	GSE141610	GSE141610		tissue	sra	30	30	12	25	30	30	30
tissue_reference	GSE191275	GSE191275		tissue	sra	30	30	2	10	30	30	30
tissue_reference	GSE272035	GSE272035		tissue	sra	30	30	2	5	29	29	25
tissue_reference	GSE253650	GSE253650		tissue	sra	29	19	12	13	29	29	27
tissue_reference	GSE226478	GSE226478		tissue	sra	29	28	5	10	29	29	29
tissue_reference	GSE165724	GSE165724		tissue	sra	29	23	1	6	29	29	28
tissue_reference	GSE244807	PMID:39242455	39242455	tissue	sra	29	29	0	0	29	29	26
tissue_reference	GSE221492	GSE221492		tissue	sra	29	29	4	7	29	29	28
tissue_reference	GSE283313	GSE283313		tissue	sra	29	16	0	13	25	26	25
tissue_reference	GSE94660	GSE94660		tissue	sra	29	21	0	2	29	29	29
tissue_reference	GSE149276	PMID:32554602	32554602	tissue	sra	29	29	6	12	29	29	29
tissue_reference	GSE204748	GSE204748		tissue	sra	28	28	2	10	28	28	27
tissue_reference	GSE248167	GSE248167		tissue	sra	28	28	1	11	28	28	28
tissue_reference	GSE102312	GSE102312		tissue	sra	28	28	17	23	28	28	28
tissue_reference	GSE142279	GSE142279		tissue	sra	28	20	7	21	28	28	28
tissue_reference	GSE208858	GSE208858		tissue	sra	28	27	12	14	28	28	26
tissue_reference	GSE143897	GSE143897		tissue	sra	28	17	1	4	28	28	28
tissue_reference	GSE147704	GSE147704		tissue	sra	27	24	1	8	26	27	27
tissue_reference	GSE199152	GSE199152		tissue	sra	27	27	2	9	27	27	27
tissue_reference	GSE243375	PMID:38300710	38300710	tissue	sra	26	26	0	0	26	26	26
tissue_reference	GSE214293	GSE214293		tissue	sra	26	26	6	19	26	26	26
tissue_reference	GSE174799	PMID:34003290	34003290	tissue	sra	26	17	0	1	26	26	25
tissue_reference	GSE216037	GSE216037		tissue	sra	26	25	1	5	26	26	26
tissue_reference	GSE154548	GSE154548		tissue	sra	26	26	0	0	26	26	25
tissue_reference	GSE199949	GSE199949		tissue	sra	26	13	19	26	26	26	26
tissue_reference	GSE180887	GSE180887		tissue	sra	26	26	3	4	26	26	25
tissue_reference	GSE180661	GSE180661		tissue	sra	26	20	6	1	25	26	25
tissue_reference	GSE93326	PMID:29440233	29440233	tissue	sra	26	26	0	0	26	26	25
tissue_reference	GSE62852	PMID:28679652	28679652	tissue	sra	25	25	0	0	25	25	24
tissue_reference	GSE132836	PMID:31292266		tissue	sra	25	25	0	10	25	25	25
tissue_reference	GSE215285	GSE215285		tissue	sra	25	25	2	4	25	25	25
tissue_reference	GSE237995	GSE237995		tissue	sra	25	23	0	0	25	25	24
